company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,7431,33,9748,134,2887,-2650
国泰君安,7118,39,11596,-131,2882,-2318
方正中期,5214,247,4179,16,829,-419
中信建投,3692,71,5205,111,946,-772
东方财富,3684,-18,0,0,735,-624
长江期货,3211,16,3296,13,479,-438
银河期货,3151,-129,0,0,927,-609
南华期货,2823,14,3908,-63,2861,-2254
招商期货,2811,7,1924,-16,0,0
海通期货,2807,-50,1836,-279,825,-738
中泰期货,2621,98,1881,8,776,-1668
永安期货,2582,116,3771,81,433,-309
广发期货,2294,-67,2076,115,490,-670
光大期货,2121,157,1867,183,800,-945
徽商期货,2030,-11,0,0,576,-733
华泰期货,2022,-141,2173,-136,1253,-1185
国信期货,1956,77,0,0,0,0
东证期货,1910,-246,3866,-191,2829,-2657
平安期货,1709,17,0,0,0,0
华安期货,1633,11,0,0,0,0
东吴期货,0,0,1898,0,0,0
中粮期货,0,0,1756,150,0,0
中财期货,0,0,4066,58,0,0
国投期货,0,0,1776,22,590,-193
宝城期货,0,0,1842,-57,0,0
浙商期货,0,0,0,0,1187,-572
正信期货,0,0,0,0,396,-32
格林大华,0,0,2087,-37,0,0
瑞达期货,0,0,0,0,534,-103
