company,long,long_chg,short,short_chg,volume,volume_chg
华泰期货,2654,99,3423,155,2164,1008
中信期货,2372,132,2735,399,2863,1249
广发期货,2361,225,2440,240,2291,687
国泰君安,2202,162,3927,-64,3574,928
东证期货,2131,-73,3227,351,4886,1335
海通期货,2106,495,1557,388,3589,1555
永安期货,1825,-2,2382,-58,1276,703
东吴期货,1756,-12,1081,69,1027,476
东方财富,1724,-38,962,7,2035,845
方正中期,1627,270,0,0,2513,1265
浙商期货,1498,51,0,0,1174,443
平安期货,1363,30,778,53,0,0
中信建投,1345,-36,979,34,1888,364
国投安信,1247,-41,1472,113,964,337
银河期货,1229,-38,1091,-4,1542,389
国富期货,1201,23,0,0,2031,409
中泰期货,1172,113,1633,-15,2726,933
徽商期货,1090,70,0,0,1275,346
长江期货,986,19,0,0,0,0
宏源期货,888,182,890,-71,909,575
兴证期货,0,0,795,-119,0,0
中粮期货,0,0,4276,29,0,0
中原期货,0,0,0,0,1383,329
华闻期货,0,0,0,0,970,-78
南华期货,0,0,1029,12,0,0
新湖期货,0,0,980,173,0,0
首创京都,0,0,1457,18,0,0
