company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,3035,-40,3595,-67,903,187
中信期货,2406,55,2196,-3,784,242
方正中期,1877,12,1135,-20,436,-190
中信建投,1577,41,1618,150,953,402
海通期货,1479,9,1451,-6,769,101
招商期货,1248,36,1224,0,224,103
南华期货,1244,-4,1885,5,301,2
长江期货,1205,-29,1115,-2,539,290
国富期货,1143,-40,0,0,0,0
银河期货,922,-209,0,0,379,167
东方财富,878,20,0,0,289,53
中泰期货,854,44,0,0,381,-105
东证期货,803,-44,703,-133,865,331
光大期货,715,26,579,22,268,32
平安期货,641,49,0,0,0,0
华泰期货,568,-44,570,-44,350,42
广发期货,567,-8,578,-22,298,108
徽商期货,506,-57,0,0,167,24
永安期货,488,32,1622,-2,0,0
国海良时,487,-27,0,0,0,0
东吴期货,0,0,473,-4,0,0
国元期货,0,0,0,0,155,35
创元期货,0,0,1007,1,0,0
中粮期货,0,0,2188,-180,291,69
五矿期货,0,0,670,-1,0,0
国贸期货,0,0,0,0,133,3
国投期货,0,0,582,11,0,0
瑞达期货,0,0,904,-39,164,-251
首创京都,0,0,760,2,0,0
