company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,7191,410,6809,-282,4402,-1072
中信期货（代客）,5257,-551,4635,-570,5045,-1855
东证期货（代客）,4078,-192,3244,-469,6575,-1428
银河期货（代客）,2957,-156,1786,-97,2929,-3015
中信建投（代客）,2838,58,3501,-25,3313,559
海通期货（代客）,2548,-226,1510,-947,3441,-481
格林大华（代客）,2508,31,2802,-185,0,0
方正中期（代客）,2470,-189,2117,148,2857,-345
中泰期货（代客）,2291,-142,1448,84,2968,-457
华泰期货（代客）,1984,84,1324,-115,2145,-1151
平安期货（代客）,1864,45,0,0,0,0
中粮期货（代客）,1835,-68,5746,-182,0,0
永安期货（代客）,1733,91,2233,19,0,0
广发期货（代客）,1699,-13,0,0,1248,-581
光大期货（代客）,1632,108,0,0,2379,-1030
徽商期货（代客）,1348,-260,0,0,2175,3
五矿期货（代客）,1312,-21,1186,-42,0,0
招商期货（代客）,1293,-52,1674,15,0,0
东方财富（代客）,1152,-65,0,0,1757,-451
南华期货（代客）,1032,14,2349,27,0,0
东吴期货（代客）,0,0,0,0,1198,-75
中原期货（代客）,0,0,0,0,2589,-134
中州期货（代客）,0,0,1589,-106,0,0
华闻期货（代客）,0,0,0,0,876,-228
创元期货（代客）,0,0,1129,31,0,0
兴证期货（代客）,0,0,1026,18,0,0
国投安信（代客）,0,0,1362,168,1130,-224
国富期货（代客）,0,0,0,0,1289,-441
国信期货（代客）,0,0,0,0,915,-200
长江期货（代客）,0,0,1154,-27,0,0
首创京都（代客）,0,0,0,0,1019,-117
