company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,2707,230,3547,-94,4568,-1933
国泰期货,1765,-46,2324,61,4513,-1479
海通期货,1531,-46,1270,141,4359,-1983
永安期货,1382,-118,2042,637,1515,-123
东方财富期货,1308,-78,650,63,3239,-699
华闻期货,1259,16,1243,-50,5506,-852
方正中期期货,1226,15,726,62,2213,-1295
国投安信期货,1100,101,4143,-18,0,0
东证期货,1088,-153,1374,-238,1745,-874
银河期货,1056,10,604,-13,1307,-566
中粮期货,1038,-87,5935,-21,0,0
宏源期货,1006,-57,0,0,0,0
东海期货,948,254,0,0,0,0
华泰期货,946,-53,1235,-91,1778,-849
中信建投期货,852,29,0,0,1056,-626
徽商期货,844,-85,0,0,1581,-507
国信期货,842,2,697,-65,1693,-849
浙商期货,687,-34,0,0,0,0
兴证期货,642,-26,0,0,0,0
光大期货,639,13,813,95,990,-701
东吴期货,0,0,0,0,900,-695
南华期货,0,0,684,-7,0,0
创元期货,0,0,0,0,903,606
中辉期货,0,0,0,0,960,-571
国富期货,0,0,0,0,935,-1043
广发期货,0,0,1010,31,0,0
平安期货,0,0,0,0,1156,-320
弘业期货,0,0,502,-82,0,0
格林期货,0,0,578,9,0,0
瑞达期货,0,0,547,-45,0,0
首创期货,0,0,797,15,0,0
鲁证期货,0,0,0,0,1006,-730
