company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,12374,-1087,15070,209,11786,-2951
中信建投,9383,-355,3987,-87,4188,63
中信期货,7649,-128,11105,346,14928,-1051
东证期货,6595,-38,7183,149,9035,-19
方正中期,4845,277,3029,-192,4165,207
永安期货,3968,177,11139,-49,1560,-1368
海通期货,3473,70,3171,331,2765,-380
长江期货,3382,8,3338,-165,1757,-46
招商期货,3144,130,3174,-190,0,0
中粮期货,2795,34,3657,225,0,0
中泰期货,2534,-269,4770,-163,2300,-431
银河期货,2225,194,3561,-230,2720,-599
广发期货,2208,42,0,0,0,0
华泰期货,2128,160,3019,594,2586,-114
南华期货,1912,-227,3283,-309,18866,-44
中财期货,1885,-816,0,0,0,0
东方财富,1808,86,0,0,2348,31
创元期货,1776,-395,0,0,0,0
首创京都,1663,544,0,0,2078,285
徽商期货,1662,19,0,0,0,0
东吴期货,0,0,2143,212,1386,310
光大期货,0,0,0,0,2741,229
中州期货,0,0,2398,71,0,0
一德期货,0,0,2251,-8,0,0
国投期货,0,0,4412,-21,2706,1306
国金期货,0,0,0,0,1467,-38
国海良时,0,0,1845,-714,1358,109
格林大华,0,0,5869,21,0,0
瑞达期货,0,0,0,0,1478,439
