company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,1288,-29,2374,2,543,-1050
广发期货（代客）,1004,-7,558,-63,150,-32
方正中期（代客）,879,-4,506,1,163,-147
中信期货（代客）,836,70,1297,26,500,-181
平安期货（代客）,780,64,0,0,124,-56
海通期货（代客）,766,17,0,0,220,-279
东证期货（代客）,689,-43,0,0,499,-406
中信建投（代客）,677,90,872,76,360,-93
银河期货（代客）,662,9,504,40,109,-53
中粮期货（代客）,641,-82,2163,-17,115,80
紫金天风（代客）,593,-2,0,0,0,0
华泰期货（代客）,550,26,0,0,154,0
信达期货（代客）,549,3,0,0,0,0
东吴期货（代客）,542,26,0,0,0,0
中泰期货（代客）,530,4,624,-16,136,-76
中辉期货（代客）,502,-9,0,0,0,0
东方财富（代客）,494,7,0,0,107,-46
格林大华（代客）,440,-10,1998,2,0,0
徽商期货（代客）,391,19,0,0,132,-70
民生期货（代客）,383,16,0,0,0,0
光大期货（代客）,0,0,0,0,170,-286
南华期货（代客）,0,0,1484,1,0,0
先锋期货（代客）,0,0,0,0,98,-6
五矿期货（代客）,0,0,654,1,105,-119
中州期货（代客）,0,0,758,0,0,0
创元期货（代客）,0,0,767,0,0,0
国投安信（代客）,0,0,947,28,0,0
广州期货（代客）,0,0,559,-1,0,0
招商期货（代客）,0,0,501,-56,135,-201
永安期货（代客）,0,0,1010,1,144,-6
鑫鼎盛期货（代客）,0,0,483,0,0,0
长安期货（代客）,0,0,510,30,0,0
长江期货（代客）,0,0,0,0,154,-175
首创京都（代客）,0,0,608,0,0,0
