company,long,long_chg,short,short_chg,volume,volume_chg
东方财富期货,1256,71,0,0,813,235
国泰期货,1253,-97,1045,-37,1312,112
中信期货,788,61,630,-392,1055,337
银河期货,710,29,0,0,592,20
永安期货,668,13,1845,-30,607,95
光大期货,635,19,0,0,0,0
华泰期货,619,-139,845,31,988,286
方正中期期货,554,67,449,-2,489,148
平安期货,538,29,0,0,0,0
东证期货,511,13,606,12,909,94
海通期货,510,93,484,123,910,-152
国信期货,489,-66,435,-24,652,-168
中信建投期货,469,-8,0,0,434,-106
中粮期货,469,-56,2496,-320,598,498
广发期货,431,0,390,-20,506,50
浙商期货,411,-20,466,26,0,0
申银万国期货,405,-12,0,0,0,0
物产中大,389,-7,0,0,0,0
东吴期货,379,17,359,25,0,0
徽商期货,375,-21,0,0,537,131
东海期货,0,0,333,11,0,0
一德期货,0,0,328,56,0,0
先锋期货,0,0,413,6,0,0
华闻期货,0,0,392,156,809,249
华融融达期货,0,0,0,0,292,113
中辉期货,0,0,351,-13,0,0
宏源期货,0,0,475,82,513,243
新湖期货,0,0,347,-25,0,0
国富期货,0,0,0,0,478,22
国投安信期货,0,0,1511,-255,482,183
鲁证期货,0,0,0,0,286,-300
