company,long,long_chg,short,short_chg,volume,volume_chg
中信建投,1914,-13,1601,6,87,-2
方正中期,998,34,649,3,173,37
国泰君安,988,4,1524,0,92,-86
华泰期货,872,-28,472,2,54,-37
银河期货,816,34,0,0,77,-83
中信期货,782,-32,585,-31,135,-86
东方财富,736,-36,0,0,106,-27
海通期货,730,-3,0,0,68,-26
浙商期货,722,63,908,60,153,-160
南华期货,676,3,515,20,63,-75
国投安信,557,-4,573,4,64,-47
平安期货,508,-4,0,0,0,0
长江期货,503,-5,392,-14,53,-29
广发期货,458,10,0,0,35,-25
中辉期货,409,3,0,0,0,0
徽商期货,377,-9,0,0,0,0
中泰期货,334,2,0,0,44,8
建信期货,333,14,0,0,0,0
新湖期货,321,0,0,0,0,0
申银万国,313,-6,0,0,0,0
东吴期货,0,0,611,5,0,0
北京金鹏,0,0,526,0,0,0
东证期货,0,0,0,0,91,-25
中粮期货,0,0,1924,0,0,0
五矿期货,0,0,0,0,55,34
创元期货,0,0,652,1,0,0
国元期货,0,0,501,0,0,0
华西期货,0,0,501,0,34,-14
招商期货,0,0,466,-1,59,2
格林大华,0,0,1361,-25,0,0
永安期货,0,0,772,7,0,0
瑞达期货,0,0,805,5,0,0
鑫鼎盛期货,0,0,0,0,45,45
紫金天风,0,0,1068,13,36,-5
