company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,1063,43,2759,89,814,-338
国泰期货,686,-373,1168,-232,1297,300
东方财富期货,673,83,0,0,683,147
华泰期货,616,-15,203,24,389,-182
新湖期货,608,8,0,0,0,0
申银万国期货,600,19,0,0,264,77
中粮期货,566,11,2477,6,0,0
方正中期期货,499,29,0,0,800,369
中信建投期货,498,40,436,68,440,93
国投安信期货,498,21,2565,-18,0,0
银河期货,456,24,0,0,0,0
南华期货,447,38,460,-50,264,127
浙商期货,395,3,177,20,0,0
永安期货,394,6,1168,-49,0,0
东证期货,389,-30,259,7,789,254
瑞达期货,375,23,0,0,389,105
广发期货,350,-119,508,35,414,185
国信期货,350,-279,0,0,829,509
海通期货,335,26,0,0,896,321
徽商期货,330,45,0,0,278,4
东吴期货,0,0,0,0,568,232
国海良时期货,0,0,316,11,0,0
光大期货,0,0,334,15,1255,402
中投期货,0,0,185,0,0,0
华闻期货,0,0,0,0,1321,553
国富期货,0,0,0,0,354,-37
宏源期货,0,0,0,0,292,146
国金期货,0,0,184,16,0,0
弘业期货,0,0,235,0,0,0
招商期货,0,0,0,0,308,24
格林期货,0,0,782,5,0,0
美尔雅期货,0,0,413,31,0,0
金石期货,0,0,159,33,0,0
鲁证期货,0,0,443,-8,0,0
