company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,4444,197,6429,2,2787,-133
中信期货,4329,267,7292,-172,3583,-106
中泰期货,3988,281,1225,74,1585,-257
方正中期,2460,179,0,0,1060,73
银河期货,2436,-169,1842,-118,2311,376
中信建投,2413,-33,1870,-60,1323,190
东证期货,2369,-72,3827,72,3858,60
东方财富,2108,21,0,0,989,85
华泰期货,1995,12,3236,150,650,-402
光大期货,1938,151,1915,70,2575,15
广发期货,1553,25,1298,-128,827,152
国海良时,1535,-14,0,0,0,0
东吴期货,1522,7,0,0,0,0
平安期货,1472,88,0,0,0,0
徽商期货,1402,-35,0,0,587,-12
浙商期货,1245,-49,1724,252,1125,187
海通期货,1201,-151,1063,15,1608,-234
永安期货,1199,-39,3898,-21,0,0
国投期货,1188,-6,1539,51,0,0
中粮期货,1184,44,1650,59,0,0
中原期货,0,0,0,0,777,422
东海期货,0,0,1152,33,0,0
兴证期货,0,0,1175,9,0,0
中州期货,0,0,1942,63,0,0
南华期货,0,0,1783,-51,0,0
华闻期货,0,0,0,0,844,250
格林大华,0,0,1586,0,0,0
招商期货,0,0,0,0,436,-85
民生期货,0,0,0,0,509,-64
瑞达期货,0,0,1365,-114,0,0
申银万国,0,0,0,0,458,64
首创京都,0,0,0,0,686,382
