company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,3893,-12,4521,118,1138,655
中信期货,3633,318,2984,160,1050,590
方正中期,2119,38,1911,222,808,448
南华期货,2001,36,2474,79,403,-291
海通期货,1638,-12,1506,-25,269,107
招商期货,1557,-1,1539,-12,163,89
中信建投,1475,73,1551,36,213,62
长江期货,1317,16,1529,5,277,204
华泰期货,1062,-16,1181,-52,578,422
东吴期货,880,38,593,-3,0,0
广发期货,826,18,750,-84,206,93
中粮期货,793,91,1075,-6,211,167
东方财富,741,35,0,0,0,0
浙商期货,624,-13,0,0,0,0
光大期货,594,113,679,146,369,89
永安期货,566,-42,1335,-17,251,117
国海良时,544,2,0,0,0,0
银河期货,539,1,0,0,0,0
中泰期货,514,35,1523,-5,182,-70
东证期货,511,43,0,0,1685,332
中州期货,0,0,853,4,0,0
创元期货,0,0,0,0,201,126
中辉期货,0,0,526,-6,0,0
中融汇信,0,0,0,0,362,247
中原期货,0,0,0,0,560,373
广州期货,0,0,483,-6,0,0
平安期货,0,0,0,0,165,-50
瑞达期货,0,0,943,-39,0,0
首创京都,0,0,1703,515,591,482
