company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,1685,9,2717,-141,1014,303
国泰期货,1407,65,1354,-92,697,355
东方财富期货,1024,97,0,0,266,5
华泰期货,831,71,596,271,598,396
银河期货,799,53,0,0,0,0
国投安信期货,784,71,2050,30,203,24
广发期货,763,85,901,3,0,0
新湖期货,740,30,0,0,0,0
永安期货,670,45,1996,116,381,153
方正中期期货,666,90,485,-1,223,35
申银万国期货,666,59,0,0,209,132
东证期货,621,-101,0,0,824,158
中信建投期货,585,49,497,33,378,96
中粮期货,559,-9,3366,11,0,0
平安期货,557,9,0,0,0,0
徽商期货,542,31,0,0,0,0
光大期货,542,132,614,31,571,152
浙商期货,533,32,483,12,0,0
国信期货,510,44,0,0,311,152
瑞达期货,475,17,0,0,0,0
东华期货,0,0,0,0,224,118
中财期货,0,0,424,3,0,0
东吴期货,0,0,0,0,255,78
五矿期货,0,0,398,170,273,108
南华期货,0,0,529,17,0,0
国富期货,0,0,0,0,203,11
国元期货,0,0,456,0,274,162
华闻期货,0,0,393,-9,390,33
招金期货,0,0,419,17,0,0
格林期货,0,0,933,9,0,0
海通期货,0,0,0,0,284,53
美尔雅期货,0,0,786,471,504,115
鲁证期货,0,0,497,10,0,0
