company,long,long_chg,short,short_chg,volume,volume_chg
永安期货,3412,136,3560,67,1161,-243
国泰期货,2543,25,5462,-24,2239,-1042
华泰期货,1888,55,2030,-52,1029,-411
紫金天风,1652,74,0,0,632,263
东证期货,1574,146,1424,29,1399,-93
海通期货,1521,93,0,0,1236,166
中信期货,1499,6,4709,-1,2201,376
方正中期期货,1350,50,541,31,1683,-16
光大期货,1185,-2,0,0,643,-142
和合期货,1030,66,0,0,0,0
银河期货,951,17,1033,18,0,0
中辉期货,929,-24,0,0,0,0
大陆期货,914,-3,0,0,0,0
中泰期货,887,-152,1136,122,830,-287
国投安信期货,799,34,2131,183,0,0
申银万国期货,764,-4,782,24,1480,-317
广发期货,739,19,1047,82,0,0
一德期货,734,8,0,0,0,0
兴证期货,718,32,502,61,993,325
南华期货,708,-8,2263,-13,1005,64
中州期货,0,0,830,-4,0,0
中信建投期货,0,0,0,0,1182,77
东方财富期货,0,0,591,97,1072,58
中粮期货,0,0,7381,17,0,0
东吴期货,0,0,0,0,631,287
国富期货,0,0,0,0,1065,43
国信期货,0,0,0,0,1019,-90
国联期货,0,0,1007,-6,0,0
国金期货,0,0,0,0,684,411
弘业期货,0,0,526,24,0,0
大有期货,0,0,493,108,0,0
徽商期货,0,0,0,0,860,-21
新湖期货,0,0,639,98,0,0
