company,long,long_chg,short,short_chg,volume,volume_chg
永安期货,3506,-22,3512,-163,895,-235
华泰期货,3140,29,2093,-15,1068,108
国泰期货,3110,422,5568,-79,2895,-160
中信期货,1726,129,6650,116,2201,-877
东证期货,1680,-29,1579,14,1379,-54
海通期货,1544,228,0,0,1168,391
申银万国期货,1205,450,841,37,1721,333
光大期货,1156,-96,494,-21,731,-77
中粮期货,1068,-6,7542,5,0,0
广发期货,991,5,1022,-4,0,0
中信建投期货,950,-79,445,6,1273,-214
中辉期货,947,-14,0,0,0,0
大陆期货,896,-63,0,0,0,0
和合期货,895,-17,0,0,0,0
方正中期期货,888,-32,541,43,1267,38
银河期货,883,5,1430,50,777,23
东航期货,862,5,0,0,0,0
中泰期货,830,-91,1245,40,675,-390
紫金天风,816,-305,0,0,737,406
国联期货,759,-89,1086,70,0,0
东方财富期货,0,0,804,124,1029,-216
中财期货,0,0,459,20,0,0
中州期货,0,0,867,14,0,0
南华期货,0,0,2437,-24,1103,235
兴证期货,0,0,0,0,551,-597
国富期货,0,0,0,0,719,-224
国投安信期货,0,0,2486,43,0,0
弘业期货,0,0,498,6,0,0
国信期货,0,0,0,0,1039,30
徽商期货,0,0,0,0,539,-386
瑞达期货,0,0,0,0,832,489
