company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,3326,226,5754,310,2488,-1326
东证期货,3119,283,3435,403,5368,-2491
银河期货,2849,220,2077,7,1581,-425
华泰期货,2731,-97,2950,362,3383,-580
国泰君安,2629,-134,3459,196,5384,-1993
国信期货,2491,108,1726,40,0,0
东方财富,2220,394,0,0,2146,-570
中信建投,2212,253,1714,156,2433,-1377
中泰期货,2195,82,2491,194,2476,-860
永安期货,2025,240,2204,-21,1469,47
方正中期,2013,157,1239,184,3153,-963
海通期货,1875,-183,1221,-59,1918,-1045
广发期货,1856,-70,0,0,1436,-1128
招商期货,1714,174,1790,-3,0,0
国投安信,1692,200,2724,-51,0,0
徽商期货,1665,152,0,0,1726,-344
新湖期货,1462,57,1578,-73,2112,-618
浙商期货,1378,-354,1176,225,1989,113
紫金天风,1248,23,0,0,0,0
兴证期货,1206,4,1505,132,0,0
东吴期货,0,0,0,0,1295,-75
南华期货,0,0,1601,26,0,0
华闻期货,0,0,0,0,1211,-608
华西期货,0,0,0,0,2191,20
中粮期货,0,0,4529,-107,0,0
中原期货,0,0,0,0,2003,442
国富期货,0,0,0,0,1653,-263
瑞达期货,0,0,1467,46,0,0
首创京都,0,0,1376,71,0,0
