date,net_position
2023-06-27,-4020
2023-06-28,-3921
2023-06-29,-3946
2023-06-30,-3784
2023-07-03,-3664
2023-07-04,-3861
2023-07-05,-4139
2023-07-06,-4680
2023-07-07,-4794
2023-07-10,-4955
2023-07-11,-5067
2023-07-12,-5109
2023-07-13,-5166
2023-07-14,-4897
2023-07-17,-4844
2023-07-18,-4839
2023-07-19,-4866
2023-07-20,-4993
2023-07-21,-5272
2023-07-24,-5666
2023-07-25,-5722
2023-07-26,-5730
2023-07-27,-5835
2023-07-28,-6098
2023-07-31,-6135
2023-08-01,-6267
2023-08-02,-6040
2023-08-03,-6613
2023-08-04,-7165
2023-08-07,-7018
2023-08-08,-7156
2023-08-09,-7287
2023-08-10,-6964
2023-08-11,-7007
2023-08-14,-6902
2023-08-15,-6699
2023-08-16,-6229
2023-08-17,-5980
2023-08-18,-5947
2023-08-21,-6171
2023-08-22,-6474
2023-08-23,-6559
2023-08-24,-6410
2023-08-25,-6490
2023-08-28,-6109
2023-08-29,-5985
2023-08-30,-5838
2023-08-31,-5890
2023-09-01,-5997
2023-09-04,-6490
2023-09-05,-6749
2023-09-06,-6776
2023-09-07,-6918
2023-09-08,-7222
2023-09-11,-6990
2023-09-12,-7356
2023-09-13,-7208
2023-09-14,-7040
2023-09-15,-7314
2023-09-18,-7004
2023-09-19,-7349
2023-09-20,-7849
2023-09-21,-7316
2023-09-22,-6985
2023-09-25,-6697
2023-09-26,-6603
2023-09-27,-6862
2023-09-28,-7312
2023-10-09,-6938
2023-10-10,-6364
2023-10-11,-5819
2023-10-12,-5838
2023-10-13,-6657
2023-10-16,-6153
2023-10-17,-6292
2023-10-18,-5528
2023-10-19,-5931
2023-10-20,-4339
2023-10-23,-4252
2023-10-24,-4110
2023-10-25,-3072
2023-10-26,-3626
2023-10-27,-4404
2023-10-30,-3589
2023-10-31,-3856
2023-11-01,-3714
2023-11-02,-4094
2023-11-03,-3309
2023-11-06,-3021
2023-11-07,-3113
2023-11-08,-3394
2023-11-09,-3915
2023-11-10,-3874
2023-11-13,-4069
2023-11-14,-4259
2023-11-15,-4056
2023-11-16,-3315
2023-11-17,-3656
2023-11-20,-3896
2023-11-21,-4460
2023-11-22,-6135
2023-11-23,-4639
2023-11-24,-3975
2023-11-27,-4403
2023-11-28,-4030
2023-11-29,-4263
2023-11-30,-3541
2023-12-01,-2420
2023-12-04,-2393
2023-12-05,-1545
2023-12-06,-1627
2023-12-07,-1457
2023-12-08,-3036
2023-12-11,-3103
2023-12-12,-2145
