company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,9814,-626,9075,-561,12939,-2507
国泰君安,8989,-297,14993,-469,7028,-2321
东证期货,6580,-38,9283,-550,7878,-772
方正中期,5755,-19,4004,8,2683,637
中信建投,4616,-329,6744,-136,2165,-141
银河期货,4589,-286,3157,-273,2953,-2116
东方财富,4285,-202,0,0,1580,-141
海通期货,4100,135,2950,-30,3557,-106
广发期货,3193,-382,2124,-182,2810,179
中泰期货,3147,178,2545,377,2377,-544
长江期货,3072,14,2746,-42,0,0
招商期货,3023,-268,2690,-181,1425,-117
南华期货,2540,-141,3248,-21,2972,-1368
华泰期货,2528,-28,2393,-439,1837,-829
徽商期货,2352,-3,0,0,1079,-117
光大期货,2300,-184,2188,7,2897,-105
永安期货,2234,-41,8339,-196,0,0
国信期货,2162,-168,0,0,880,-77
平安期货,1900,40,0,0,0,0
国投期货,1867,-24,2849,-208,0,0
中财期货,0,0,2560,35,0,0
中粮期货,0,0,2936,118,0,0
东吴期货,0,0,0,0,958,-73
兴证期货,0,0,1853,205,938,-6
宏源期货,0,0,0,0,906,-182
格林大华,0,0,2032,35,0,0
浙商期货,0,0,0,0,1039,153
