company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,6976,-1697,6320,-1850,12369,-6025
国泰君安,5404,-559,10135,-1021,12684,-4911
东方财富,4838,-258,0,0,2458,-1809
东证期货,4597,-803,5973,-938,6492,-4442
中信建投,3930,-254,3223,170,2814,-2327
银河期货,3559,-693,2546,-684,3687,-1554
方正中期,3270,-142,2525,40,2475,-1497
广发期货,3020,-753,0,0,2975,-1946
中泰期货,2994,-86,4751,136,4823,-4117
海通期货,2849,-425,2483,-170,4784,-940
申银万国,2815,-101,0,0,1403,213
华泰期货,2754,-372,3017,-725,3796,-1801
徽商期货,2726,-191,0,0,1693,-1023
招商期货,2491,-61,1942,-226,1289,-842
永安期货,2109,-27,3578,51,0,0
光大期货,2094,-895,2144,-569,2690,-1660
平安期货,2084,-42,0,0,0,0
国信期货,1993,-150,0,0,0,0
浙商期货,1875,-175,0,0,1532,-1656
华安期货,1481,-33,0,0,0,0
东吴期货,0,0,2749,-100,1501,-1899
华闻期货,0,0,0,0,1309,-765
创元期货,0,0,2173,-155,0,0
中粮期货,0,0,3962,138,0,0
中财期货,0,0,1824,-393,1192,-461
宏源期货,0,0,1896,-221,0,0
国投期货,0,0,1664,-97,0,0
南华期货,0,0,1703,-84,5106,-1618
格林大华,0,0,2236,4,0,0
