company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,2519,151,2485,26,2095,246
国泰君安,2098,154,2850,399,2651,332
东方财富,2039,81,0,0,1349,93
中信建投,1796,74,908,2,2110,39
广发期货,1688,427,1442,463,2052,744
华泰期货,1635,56,1919,225,1401,-279
海通期货,1483,316,1565,218,2432,820
银河期货,1333,-137,1242,120,1477,272
国投安信,1277,-57,1114,31,868,153
中泰期货,1252,240,1062,14,846,162
方正中期,1232,32,941,81,1225,-47
东证期货,1183,-85,1391,26,2515,-64
浙商期货,1004,-318,798,20,1438,579
平安期货,969,70,0,0,0,0
南华期货,823,26,1622,-110,0,0
长江期货,763,-5,709,19,1174,176
国富期货,760,94,0,0,1270,-235
徽商期货,739,2,0,0,801,211
永安期货,691,-30,1407,161,849,400
光大期货,687,120,0,0,973,498
一德期货,0,0,672,253,0,0
中粮期货,0,0,3316,20,0,0
国联期货,0,0,0,0,679,223
新湖期货,0,0,1091,11,0,0
招商期货,0,0,0,0,1264,218
申银万国,0,0,641,0,0,0
首创京都,0,0,868,72,0,0
