company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,1799,-9,676,-16,115,-25
中财期货,1272,36,294,-3,0,0
国泰君安,1104,-5,1790,0,331,-192
永安期货,766,-2,2642,5,0,0
东证期货,760,-6,382,-73,1159,-909
方正中期,692,63,321,-15,208,92
东吴期货,650,-24,0,0,0,0
新湖期货,607,10,0,0,0,0
中粮期货,603,-31,1969,14,79,-29
中信建投,597,-3,467,-2,105,30
一德期货,592,10,0,0,0,0
银河期货,590,10,1103,-2,100,33
平安期货,582,18,867,33,0,0
东方财富,536,28,0,0,0,0
国投期货,495,-12,755,118,136,61
紫金天风,427,151,0,0,161,-19
中泰期货,414,2,857,-5,123,24
国信期货,389,-28,0,0,0,0
浙商期货,385,15,0,0,94,4
宏源期货,381,-11,0,0,0,0
东海期货,0,0,0,0,101,86
国金期货,0,0,0,0,196,171
国元期货,0,0,0,0,205,45
华闻期货,0,0,0,0,119,64
南华期货,0,0,1056,-3,0,0
华西期货,0,0,513,-33,0,0
中州期货,0,0,1120,0,0,0
中衍期货,0,0,0,0,125,75
五矿期货,0,0,589,2,0,0
格林大华,0,0,2487,-4,0,0
徽商期货,0,0,0,0,85,-16
广发期货,0,0,0,0,217,67
瑞达期货,0,0,0,0,172,82
申银万国,0,0,376,-1,0,0
铜冠金源,0,0,0,0,84,77
长江期货,0,0,355,3,0,0
首创京都,0,0,595,0,0,0
