company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,1971,4,1614,-20,336,-122
广发期货,1134,-7,696,0,129,0
银河期货,822,-26,1190,-25,239,-32
中泰期货,787,9,0,0,0,0
中信期货,778,-55,1375,-36,481,-186
海通期货,738,-35,326,-42,291,-224
南华期货,688,36,1149,1,199,-162
光大期货,683,20,0,0,0,0
华泰期货,644,-109,1347,-21,294,-171
长江期货,628,10,330,-5,563,-3
华西期货,546,1,0,0,0,0
浙商期货,540,5,519,16,181,-55
东证期货,504,-61,0,0,321,-150
中粮期货,477,-6,2993,5,269,-306
永安期货,466,-2,1065,34,156,7
格林大华,460,53,424,-3,0,0
中财期货,374,-2,0,0,0,0
华联期货,351,65,0,0,0,0
上海东亚,350,-51,0,0,0,0
首创京都,307,2,613,-1,0,0
五矿期货,0,0,303,5,332,-181
中信建投,0,0,0,0,220,31
东方财富,0,0,0,0,102,-29
东吴期货,0,0,279,10,0,0
中州期货,0,0,675,6,0,0
国富期货,0,0,0,0,131,-14
方正中期,0,0,377,25,395,-29
国投安信,0,0,1400,6,0,0
国金期货,0,0,0,0,126,4
金瑞期货,0,0,0,0,121,-20
西部期货,0,0,0,0,142,-7
紫金天风,0,0,272,-1,0,0
长安期货,0,0,303,0,0,0
