company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,2788,91,5075,229,1216,254
国泰君安,2179,-28,4277,-10,1348,271
中信建投,1369,5,1254,58,385,-315
东证期货,1275,13,1715,556,3265,41
银河期货,1239,-44,1297,138,796,112
方正中期,1193,-4,1135,-24,990,236
徽商期货,1174,-1,0,0,335,41
广发期货,1125,9,541,-55,306,59
光大期货,1097,184,0,0,287,9
宏源期货,1067,-147,0,0,319,43
华泰期货,1036,60,1288,-44,976,314
平安期货,978,6,0,0,0,0
新湖期货,869,27,1137,5,0,0
永安期货,852,-13,3326,-6,0,0
东方财富,843,-100,0,0,0,0
中粮期货,832,9,833,-62,351,-256
申银万国,801,51,0,0,0,0
创元期货,749,93,0,0,0,0
海通期货,748,103,0,0,640,-17
华安期货,719,17,0,0,0,0
东吴期货,0,0,631,-21,352,-40
中泰期货,0,0,756,46,430,-276
中州期货,0,0,1715,38,0,0
国信期货,0,0,0,0,274,-282
南华期货,0,0,2852,39,1890,1464
国海良时,0,0,587,-35,0,0
国投期货,0,0,1705,-24,0,0
格林大华,0,0,3544,-72,0,0
广州期货,0,0,586,33,0,0
浙商期货,0,0,0,0,455,-79
民生期货,0,0,0,0,353,136
长江期货,0,0,0,0,385,-56
首创京都,0,0,1191,-22,0,0
