company,long,long_chg,short,short_chg,volume,volume_chg
中信建投,2239,27,1624,-11,542,16
方正中期,1878,78,1647,525,965,411
国泰君安,1821,168,1719,-48,978,129
中信期货,1781,-54,2405,251,777,240
华泰期货,1681,37,1486,-71,686,165
银河期货,1587,14,0,0,0,0
东方财富,1551,51,0,0,477,-55
东证期货,1547,-416,1563,-346,1740,80
海通期货,1493,64,1183,58,306,103
国投安信,1471,-8,1430,-9,443,-245
浙商期货,1347,-47,1317,-62,0,0
新湖期货,1205,3,1112,1,366,-10
广发期货,1061,-19,1182,11,756,196
永安期货,1028,-8,2670,-217,389,222
中泰期货,1008,177,1868,192,651,-73
平安期货,925,-52,0,0,0,0
南华期货,856,-7,1491,-1,322,-160
徽商期货,849,40,0,0,350,61
招商期货,782,11,1092,-37,448,55
金瑞期货,712,15,0,0,0,0
中辉期货,0,0,761,-114,288,131
中原期货,0,0,0,0,390,-162
中粮期货,0,0,2604,86,283,223
和合期货,0,0,0,0,366,206
格林大华,0,0,1201,-2,0,0
瑞达期货,0,0,1296,39,0,0
首创京都,0,0,751,14,0,0
