company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,4390,488,4725,177,1319,331
中信期货（代客）,2516,99,3212,259,1732,112
海通期货（代客）,1957,52,1115,17,963,-123
中信建投（代客）,1904,128,1772,23,365,-281
方正中期（代客）,1874,174,1328,124,550,-11
南华期货（代客）,1828,107,2636,-23,568,-82
中泰期货（代客）,1423,43,730,97,612,-69
东证期货（代客）,1336,46,1237,296,1590,-570
长江期货（代客）,1288,-187,822,-223,582,261
东方财富（代客）,1211,190,0,0,541,186
招商期货（代客）,1202,128,1343,146,294,-271
银河期货（代客）,1047,153,814,25,450,18
华泰期货（代客）,958,38,2008,327,697,-33
申银万国（代客）,857,39,0,0,0,0
五矿期货（代客）,852,5,1455,-5,0,0
平安期货（代客）,804,100,0,0,0,0
新湖期货（代客）,781,77,0,0,0,0
东吴期货（代客）,758,132,1607,41,0,0
光大期货（代客）,740,-209,717,-205,660,-250
国元期货（代客）,737,79,0,0,333,102
中州期货（代客）,0,0,804,19,0,0
华安期货（代客）,0,0,0,0,325,196
国富期货（代客）,0,0,0,0,380,283
广发期货（代客）,0,0,0,0,313,-60
国投期货（代客）,0,0,611,20,0,0
国联期货（代客）,0,0,0,0,357,263
瑞达期货（代客）,0,0,1337,58,0,0
永安期货（代客）,0,0,1568,-27,0,0
格林大华（代客）,0,0,984,8,0,0
英大期货（代客）,0,0,0,0,271,187
