company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,978,15,738,-5,44,-37
新湖期货,568,4,0,0,0,0
银河期货,392,1,0,0,0,0
申银万国期货,371,18,0,0,58,37
国信期货,358,9,0,0,0,0
华泰期货,351,8,524,89,205,126
国泰期货,343,9,228,18,67,-32
招商期货,316,7,104,6,0,0
方正中期期货,306,3,402,114,135,51
东证期货,300,21,0,0,0,0
广发期货,297,11,0,0,34,18
东吴期货,278,-5,124,18,61,13
国投安信期货,273,24,2337,13,157,-13
东方财富期货,270,20,176,-1,81,-20
南华期货,242,3,202,7,34,-20
浙商期货,220,12,0,0,56,16
平安期货,212,8,0,0,38,9
永安期货,202,3,826,-25,56,-29
瑞达期货,181,6,0,0,0,0
格林期货,166,1,233,-13,0,0
中信建投期货,0,0,133,6,0,0
中州期货,0,0,415,-6,91,63
中粮期货,0,0,1277,-8,0,0
中辉期货,0,0,202,2,0,0
五矿期货,0,0,0,0,36,-2
国富期货,0,0,0,0,35,0
华融融达期货,0,0,140,-6,0,0
光大期货,0,0,132,0,49,-59
徽商期货,0,0,0,0,50,18
宏源期货,0,0,0,0,58,27
美尔雅期货,0,0,345,11,0,0
首创期货,0,0,966,57,70,32
鲁证期货,0,0,106,3,0,0
