company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,1534,-322,894,-456,4802,307
中信期货,1442,-64,1645,46,3912,-287
方正中期,1315,-48,807,-15,2571,279
东方财富,1257,-476,0,0,3911,-256
东证期货,1030,-100,2236,238,5450,310
中信建投,1009,-447,1096,-1,3272,420
华泰期货,966,-520,1496,-541,3967,841
广发期货,955,-254,0,0,1915,-259
银河期货,949,-169,0,0,2220,90
徽商期货,838,-178,0,0,1545,-330
华闻期货,755,230,751,219,3355,-216
平安期货,626,-158,0,0,0,0
长江期货,586,-188,0,0,0,0
国投安信,573,-61,0,0,0,0
永安期货,570,-285,842,-296,1595,579
海通期货,563,56,637,85,1571,74
中泰期货,500,-300,1318,-283,2045,877
浙商期货,498,-149,0,0,0,0
国信期货,485,-39,0,0,0,0
申银万国,484,-145,0,0,0,0
东吴期货,0,0,770,-187,1303,343
兴证期货,0,0,690,-79,0,0
中原期货,0,0,0,0,2214,-67
中州期货,0,0,896,-50,0,0
中粮期货,0,0,707,28,0,0
中财期货,0,0,584,-81,1558,253
国元期货,0,0,0,0,1921,358
国富期货,0,0,0,0,3282,307
宝城期货,0,0,0,0,1533,578
新湖期货,0,0,899,-173,0,0
招商期货,0,0,896,-85,0,0
瑞达期货,0,0,1138,-127,0,0
鑫鼎盛期货,0,0,612,6,0,0
首创京都,0,0,1057,-94,0,0
