company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,4825,-172,5090,133,3281,-868
中信期货,4492,102,7243,-12,3608,-595
东证期货,3224,-127,3540,-482,4497,-1075
方正中期,2121,-5,1557,211,1918,455
东吴期货,2119,-12,0,0,606,-346
华泰期货,2002,-9,2645,-73,906,-9
银河期货,1986,-236,1926,-135,1567,-573
中信建投,1948,102,2995,41,939,-599
广发期货,1709,36,0,0,767,-92
国海良时,1643,98,0,0,0,0
光大期货,1596,-227,1398,-288,1857,-428
中泰期货,1469,-105,2043,-52,1801,-46
徽商期货,1426,-11,0,0,613,-178
华闻期货,1250,230,0,0,1410,-423
海通期货,1234,-34,0,0,1632,-590
浙商期货,1193,2,0,0,0,0
宏源期货,1141,6,0,0,0,0
平安期货,1120,62,0,0,0,0
中粮期货,1108,203,979,-5,0,0
招商期货,1086,42,0,0,927,145
东方财富,0,0,0,0,644,-370
中原期货,0,0,1213,34,852,176
中州期货,0,0,1792,53,0,0
国投期货,0,0,1398,-53,0,0
国元期货,0,0,903,-4,0,0
南华期货,0,0,1552,-20,702,72
新湖期货,0,0,946,-52,880,627
永安期货,0,0,3836,84,0,0
格林大华,0,0,1884,98,0,0
瑞达期货,0,0,996,-26,0,0
首创京都,0,0,1394,-48,879,40
