company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,6573,109,6062,89,2828,-664
中信期货（代客）,4806,-279,4374,-61,4160,-919
东证期货（代客）,3541,48,3390,82,3728,-3138
中信建投（代客）,3097,-207,1681,-61,1514,-731
格林大华（代客）,2930,-14,1961,-105,0,0
中粮期货（代客）,2644,-100,5051,81,0,0
方正中期（代客）,2463,-187,1984,-43,1890,-996
银河期货（代客）,2317,-190,1329,-243,2723,-861
永安期货（代客）,2271,-89,1834,42,0,0
海通期货（代客）,1837,104,1698,28,1532,-595
中泰期货（代客）,1827,-140,1249,-120,1894,-587
平安期货（代客）,1413,31,0,0,0,0
华泰期货（代客）,1365,-55,2221,346,1417,-398
五矿期货（代客）,1344,-39,0,0,0,0
光大期货（代客）,1316,29,0,0,1372,-338
东方财富（代客）,1162,6,0,0,1116,-433
国投安信（代客）,1117,53,1096,171,0,0
徽商期货（代客）,1081,-13,0,0,707,-400
先锋期货（代客）,1015,94,0,0,0,0
南华期货（代客）,996,-20,1395,-1,0,0
中州期货（代客）,0,0,1261,5,0,0
创元期货（代客）,0,0,1219,66,0,0
兴证期货（代客）,0,0,1014,-133,636,-463
中原期货（代客）,0,0,0,0,1388,-565
华闻期货（代客）,0,0,0,0,1044,56
广发期货（代客）,0,0,0,0,978,-10
国元期货（代客）,0,0,0,0,985,139
国新国证期货（代客）,0,0,996,-1,0,0
招商期货（代客）,0,0,1538,-35,0,0
浙商期货（代客）,0,0,0,0,841,99
长江期货（代客）,0,0,1232,10,843,-231
首创京都（代客）,0,0,0,0,691,-354
