company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,1892,119,3741,305,1052,510
东证期货,1752,89,942,65,1226,223
华泰期货,1523,139,1821,71,1112,531
浙商期货,1481,18,799,-12,1328,513
国泰君安,1478,-297,1032,-38,1251,774
新湖期货,1254,128,1092,127,509,290
中信建投,1131,183,1352,66,927,419
招商期货,1064,49,1567,-1,0,0
银河期货,1048,-19,792,-20,573,404
国投安信,1041,-60,2199,-2,370,241
海通期货,896,26,0,0,473,228
方正中期,885,-10,628,-22,484,214
紫金天风,860,1,0,0,0,0
广发期货,848,29,0,0,0,0
永安期货,806,158,1439,86,0,0
中泰期货,769,77,1648,12,685,135
国信期货,769,17,0,0,0,0
东方财富,674,57,0,0,697,484
中财期货,645,-49,0,0,0,0
中辉期货,578,11,0,0,0,0
中州期货,0,0,822,-9,0,0
中原期货,0,0,0,0,345,182
光大期货,0,0,0,0,330,211
南华期货,0,0,1473,6,425,171
华闻期货,0,0,0,0,362,104
中粮期货,0,0,4102,301,407,374
徽商期货,0,0,0,0,446,159
格林大华,0,0,655,155,341,238
瑞达期货,0,0,683,31,0,0
鑫鼎盛期货,0,0,686,0,0,0
首创京都,0,0,1235,-23,0,0
