company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,2607,116,3101,-28,3140,190
华泰期货,2510,-69,1385,112,1095,349
中泰期货,2363,37,1811,179,1210,510
中信建投,2032,41,0,0,1328,110
华西期货,1914,158,0,0,0,0
永安期货,1579,-64,2584,108,1272,678
中信期货,1406,-258,2233,42,2688,571
海通期货,1375,-67,0,0,942,23
广发期货,1252,-5,0,0,0,0
方正中期,1221,52,1285,-9,1687,-337
东证期货,993,59,2154,75,2768,201
东方财富,909,101,0,0,1199,211
光大期货,900,-18,1409,-110,966,347
银河期货,867,-73,2031,257,1302,455
南华期货,836,89,674,94,835,116
华联期货,775,123,0,0,0,0
中粮期货,730,41,2964,-5,0,0
国信期货,724,120,0,0,948,445
平安期货,720,-9,0,0,0,0
创元期货,593,8,0,0,0,0
华闻期货,0,0,0,0,1134,122
兴证期货,0,0,599,20,860,438
东吴期货,0,0,777,85,0,0
中州期货,0,0,1387,-16,0,0
建信期货,0,0,704,300,0,0
国元期货,0,0,642,-61,0,0
国富期货,0,0,0,0,830,4
国投安信,0,0,982,73,1001,317
新湖期货,0,0,961,213,614,114
招商期货,0,0,530,19,0,0
徽商期货,0,0,0,0,928,115
首创京都,0,0,684,128,0,0
