company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,10440,-203,9636,275,15446,-3718
国泰君安,9286,413,15462,198,9349,-3758
东证期货,6618,-250,9833,114,8650,-860
方正中期,5774,-121,3996,1,2046,-489
中信建投,4945,101,6880,-217,2306,-1260
银河期货,4875,-226,3430,-787,5069,-555
东方财富,4487,-318,0,0,1721,-673
海通期货,3965,-85,2980,32,3663,-941
广发期货,3575,155,2306,262,2631,-1348
招商期货,3291,-251,2871,-31,1542,-440
长江期货,3058,-29,2788,59,0,0
中泰期货,2969,-334,2168,-291,2921,-246
南华期货,2681,107,3269,-47,4340,-1173
华泰期货,2556,-116,2832,436,2666,271
光大期货,2484,-137,2181,-265,3002,-756
徽商期货,2355,-29,0,0,1196,-349
国信期货,2330,-24,0,0,957,-194
永安期货,2275,4,8535,122,964,-891
申银万国,1898,-88,0,0,0,0
国投期货,1891,-61,3057,-147,0,0
兴证期货,0,0,0,0,944,94
中粮期货,0,0,2818,-34,0,0
东吴期货,0,0,0,0,1031,-194
一德期货,0,0,1950,-83,0,0
中财期货,0,0,2525,-62,0,0
宏源期货,0,0,0,0,1088,47
格林大华,0,0,1997,10,0,0
