company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,3807,-283,6014,-100,7973,-1351
东证期货,3607,-205,3119,-639,9930,-2633
中信期货,3239,-218,3463,-210,5388,-1644
广发期货,2240,54,1733,112,3138,-1777
海通期货,1881,47,1099,59,2954,-1061
中信建投,1774,25,1681,-215,2536,-2382
华泰期货,1746,24,2013,-147,2189,-1369
中泰期货,1595,-78,1592,115,2997,-327
银河期货,1516,-188,1473,-117,3223,-1889
光大期货,1400,-354,1272,-238,2478,-715
永安期货,1350,-134,2442,42,1222,-168
徽商期货,1279,-6,0,0,2247,-883
方正中期,1237,90,1044,105,1937,-1219
中粮期货,1220,323,4837,-6,0,0
申银万国,1143,21,0,0,0,0
华闻期货,1068,-60,0,0,2542,-200
中辉期货,1047,22,0,0,0,0
东方财富,1005,-27,0,0,2637,-1179
兴证期货,998,-166,0,0,0,0
海证期货,971,-297,0,0,0,0
华西期货,0,0,1085,-3,0,0
创元期货,0,0,988,-50,0,0
东吴期货,0,0,0,0,1286,-1773
南华期货,0,0,1485,40,0,0
国富期货,0,0,0,0,1499,-840
国投安信,0,0,1087,81,0,0
国贸期货,0,0,0,0,978,444
宝城期货,0,0,0,0,1016,-1337
格林大华,0,0,3019,9,0,0
瑞达期货,0,0,2031,-210,1624,-101
首创京都,0,0,943,78,0,0
