company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,6781,-45,7091,151,5474,1047
中信期货（代客）,5808,201,5205,487,6900,1446
东证期货（代客）,4270,393,3713,252,8003,629
银河期货（代客）,3113,260,1883,134,5944,3125
中信建投（代客）,2780,153,3526,-43,2754,122
海通期货（代客）,2774,375,2457,527,3922,562
方正中期（代客）,2659,145,1969,17,3202,10
格林大华（代客）,2477,338,2987,53,1617,552
中泰期货（代客）,2433,-39,1364,170,3425,628
中粮期货（代客）,1903,10,5928,57,0,0
华泰期货（代客）,1900,390,1439,-300,3296,211
平安期货（代客）,1819,-57,0,0,0,0
广发期货（代客）,1712,-13,0,0,1829,827
永安期货（代客）,1642,41,2214,172,0,0
徽商期货（代客）,1608,215,0,0,2172,571
光大期货（代客）,1524,46,0,0,3409,1240
招商期货（代客）,1345,-25,1659,-9,0,0
五矿期货（代客）,1333,-173,1228,-143,1766,820
东吴期货（代客）,1238,79,0,0,1273,260
东方财富（代客）,1217,-98,0,0,2208,289
兴证期货（代客）,0,0,1008,118,1389,598
中州期货（代客）,0,0,1695,28,0,0
中原期货（代客）,0,0,0,0,2723,812
国富期货（代客）,0,0,0,0,1730,494
国投安信（代客）,0,0,1194,-44,1354,142
创元期货（代客）,0,0,1098,-75,0,0
南华期货（代客）,0,0,2322,-210,0,0
长江期货（代客）,0,0,1181,-54,0,0
