company,long,long_chg,short,short_chg,volume,volume_chg
中信建投,1662,-1,1325,-15,316,-550
华泰期货,952,-4,469,-11,67,34
国泰君安,941,0,1471,20,144,59
方正中期,910,40,730,19,107,-538
海通期货,682,-8,343,-14,48,-1
中信期货,668,12,493,12,58,29
东方财富,640,21,0,0,87,-17
永安期货,638,-54,747,0,66,45
银河期货,631,9,369,-4,73,51
浙商期货,583,-3,829,3,178,78
国投安信,486,25,478,7,62,29
广发期货,420,-1,0,0,39,-92
平安期货,412,5,0,0,0,0
长江期货,395,4,0,0,0,0
中辉期货,377,-7,0,0,0,0
中泰期货,345,28,0,0,64,-12
徽商期货,343,7,0,0,76,49
宁证期货,328,-4,0,0,0,0
建信期货,325,17,0,0,0,0
南华期货,296,31,0,0,43,29
东吴期货,0,0,607,-4,0,0
创元期货,0,0,648,0,0,0
中原期货,0,0,0,0,43,12
中粮期货,0,0,1905,73,81,78
五矿期货,0,0,0,0,56,44
国元期货,0,0,436,10,0,0
华鑫期货,0,0,373,0,0,0
北京金鹏,0,0,524,0,0,0
华西期货,0,0,505,11,34,14
招商期货,0,0,0,0,115,72
格林大华,0,0,1285,17,0,0
紫金天风,0,0,1032,0,0,0
瑞达期货,0,0,592,0,0,0
