company,long,long_chg,short,short_chg,volume,volume_chg
国泰期货,1990,27,2473,1,178,3
广发期货,1146,11,466,1,0,0
南华期货,1134,41,862,2,217,75
银河期货,1056,26,494,29,201,-185
申银万国期货,995,79,0,0,197,39
中信期货,960,-48,2028,2,572,109
华泰期货,927,-12,989,-24,374,197
方正中期期货,784,-6,0,0,228,-23
建信期货,783,-2,0,0,0,0
浙商期货,669,-3,360,12,0,0
中辉期货,657,20,0,0,170,127
永安期货,650,9,1888,38,0,0
光大期货,560,16,0,0,168,96
华安期货,546,5,0,0,0,0
东证期货,536,-70,0,0,466,151
国投安信期货,495,6,2931,107,175,-164
大越期货,477,0,0,0,0,0
中信建投期货,476,-13,528,35,172,40
格林期货,421,2,2169,7,0,0
华联期货,408,2,0,0,0,0
东吴期货,0,0,0,0,179,-50
东方财富期货,0,0,0,0,174,70
华闻期货,0,0,0,0,297,37
中财期货,0,0,606,-6,0,0
中粮期货,0,0,4372,111,0,0
华融融达期货,0,0,365,-3,0,0
五矿期货,0,0,449,-7,0,0
国富期货,0,0,0,0,193,112
国联期货,0,0,360,8,0,0
瑞达期货,0,0,327,-1,269,-50
海通期货,0,0,426,33,173,-108
美尔雅期货,0,0,0,0,603,367
英大期货,0,0,0,0,177,131
西部期货,0,0,405,0,0,0
首创期货,0,0,519,-1,0,0
