company,long,long_chg,short,short_chg,volume,volume_chg
东方财富,3892,-55,0,0,4569,-638
国泰君安,3388,-606,6381,-1097,8923,360
中信期货,3153,-609,4565,-123,4330,-931
中信建投,2527,-284,1650,45,3605,-39
方正中期,2472,-616,1278,70,2838,389
东证期货,2300,-1057,3682,-1090,8127,-1241
银河期货,2240,-283,1054,-522,3611,-1339
广发期货,2159,-334,1800,-375,2887,-1241
徽商期货,2034,-93,0,0,1937,-504
平安期货,1798,-64,0,0,1728,228
中泰期货,1663,-553,1989,-232,3193,-1729
海通期货,1613,-849,0,0,6595,-1032
永安期货,1503,-419,2315,-62,1725,-438
光大期货,1471,-383,0,0,0,0
华泰期货,1299,-44,2325,114,3050,-991
申银万国,1010,14,0,0,0,0
国投安信,1007,-50,2178,-1,0,0
国信期货,975,-82,0,0,1552,637
招商期货,854,-122,0,0,0,0
华闻期货,833,-88,0,0,0,0
东吴期货,0,0,1563,-172,0,0
中粮期货,0,0,2447,-59,0,0
中原期货,0,0,0,0,2954,530
中财期货,0,0,1012,15,0,0
兴证期货,0,0,987,29,0,0
国富期货,0,0,0,0,2090,-659
国元期货,0,0,0,0,1877,-25
南华期货,0,0,1229,-273,0,0
宏源期货,0,0,0,0,1929,712
浙商期货,0,0,1064,-44,2189,-113
格林大华,0,0,1804,-181,0,0
瑞达期货,0,0,1641,-100,0,0
首创京都,0,0,1132,77,0,0
