company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,2537,2,3746,19,219,-217
中信期货,2276,36,1989,22,190,-65
方正中期,1494,10,1505,-1,69,-166
招商期货,1389,3,1260,-1,64,-33
海通期货,1367,5,1225,3,120,-35
南华期货,1359,0,1397,-10,0,0
中信建投,1131,9,2000,-8,191,-7
广发期货,1000,-61,628,-5,148,-29
长江期货,969,2,1081,12,126,-43
永安期货,708,-3,834,0,0,0
国海良时,658,4,0,0,0,0
银河期货,636,15,566,-2,53,-111
东证期货,519,-51,0,0,599,-361
宝城期货,512,-1,393,0,0,0
平安期货,510,19,573,-8,0,0
东方财富,506,11,0,0,0,0
创元期货,486,1,0,0,0,0
徽商期货,437,-13,0,0,55,-111
金瑞期货,420,0,0,0,0,0
国元期货,380,7,0,0,0,0
东吴期货,0,0,0,0,61,-141
华泰期货,0,0,0,0,55,-21
中泰期货,0,0,985,32,80,-38
中粮期货,0,0,1316,-2,0,0
中财期货,0,0,0,0,70,28
中辉期货,0,0,0,0,75,-30
国投期货,0,0,401,0,0,0
国信期货,0,0,685,1,0,0
格林大华,0,0,1362,74,109,77
新湖期货,0,0,820,24,0,0
财达期货,0,0,0,0,56,12
浙江新世纪,0,0,0,0,83,71
浙商期货,0,0,0,0,73,-1
首创京都,0,0,444,-51,0,0
