company,long,long_chg,short,short_chg,volume,volume_chg
中信建投,1888,304,1438,246,728,227
中信期货,1586,8,1736,8,322,-112
方正中期,1579,-13,940,-15,296,72
华泰期货,1530,28,1245,-15,161,5
浙商期货,1418,43,1458,45,158,-20
国泰君安,1364,78,1481,52,476,106
东证期货,1346,-37,1118,-100,1095,10
东方财富,1331,107,0,0,268,-28
海通期货,1314,50,1149,-1,297,38
银河期货,1300,-1,0,0,150,-41
国投安信,1229,-12,1330,75,259,-128
新湖期货,1141,44,1041,49,359,101
广发期货,857,-160,824,1,241,-75
南华期货,826,47,1113,146,341,5
平安期货,805,15,0,0,0,0
中泰期货,621,-7,1394,69,244,-4
中辉期货,606,4,0,0,0,0
兴证期货,597,9,0,0,0,0
信达期货,580,-4,0,0,0,0
徽商期货,509,-60,0,0,166,-28
东吴期货,0,0,670,-15,0,0
中原期货,0,0,0,0,156,29
中粮期货,0,0,2008,115,0,0
招商期货,0,0,776,1,0,0
永安期货,0,0,1964,264,298,250
格林大华,0,0,1103,69,0,0
瑞达期货,0,0,974,3,0,0
紫金天风,0,0,1097,-143,196,97
金瑞期货,0,0,0,0,193,138
