company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,3665,-178,5054,-78,4758,620
东证期货,2598,-527,3910,-262,5843,-1366
广发期货,2573,-207,1532,-272,2521,-1120
中信建投,2256,121,2944,-93,2024,-149
银河期货,2219,-351,2474,-236,2215,-1133
东方财富,2061,138,0,0,2525,-151
中泰期货,1975,-78,2098,-314,2550,-830
中信期货,1973,-322,2926,485,3631,-613
永安期货,1874,52,3195,220,0,0
徽商期货,1860,101,0,0,2525,584
方正中期,1692,153,0,0,2164,0
海通期货,1661,-372,1174,-165,3405,-8
中粮期货,1621,2,1992,43,0,0
华泰期货,1579,-207,3111,366,2217,-725
光大期货,1478,151,1189,23,1858,52
平安期货,1379,41,0,0,0,0
国富期货,1290,-188,1609,-160,1416,-144
南华期货,1222,40,1267,14,0,0
中辉期货,1117,132,0,0,0,0
国投安信,1062,-128,1181,16,0,0
东吴期货,0,0,0,0,898,-277
中原期货,0,0,0,0,1763,-177
国信期货,0,0,0,0,1087,-86
创元期货,0,0,1114,-20,0,0
国元期货,0,0,0,0,1096,-61
格林大华,0,0,1040,-34,0,0
浙商期货,0,0,1033,-32,0,0
瑞达期货,0,0,2685,508,1403,636
申银万国,0,0,0,0,893,227
首创京都,0,0,1178,-13,0,0
