company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,4741,21,4148,-110,5641,-357
国泰君安,4488,93,5872,569,8638,232
海通期货,2920,-150,2246,5,3745,88
南华期货,2755,-39,3443,66,2261,-282
方正中期,2702,-58,1815,-12,2142,271
中信建投,2292,370,2471,340,1952,228
招商期货,2073,-78,1661,-48,0,0
东证期货,1858,129,2160,282,3961,-774
长江期货,1541,55,1568,54,0,0
华泰期货,1447,134,1600,-24,1276,188
光大期货,1443,-190,1550,-188,3026,348
中泰期货,1369,-209,1287,109,2036,133
广发期货,1357,254,0,0,1434,440
国海良时,1140,28,0,0,0,0
东方财富,1116,109,0,0,1035,38
国元期货,1003,23,0,0,0,0
东吴期货,993,145,0,0,986,382
银河期货,962,-125,0,0,2092,-103
兴证期货,847,16,0,0,0,0
中辉期货,840,164,0,0,703,337
中粮期货,0,0,1174,0,747,415
中州期货,0,0,1026,-112,0,0
创元期货,0,0,1093,-13,0,0
中财期货,0,0,1084,59,1281,531
徽商期货,0,0,0,0,1083,98
华闻期货,0,0,0,0,2249,-716
永安期货,0,0,2108,155,1177,606
格林大华,0,0,1929,21,0,0
瑞达期货,0,0,2280,15,0,0
首创京都,0,0,1251,11,0,0
