date,net_position
2021-08-19,-2892
2021-08-20,-2913
2021-08-23,-2853
2021-08-24,-2887
2021-08-25,-2986
2021-08-26,-3016
2021-08-27,-3165
2021-08-30,-3066
2021-09-01,-3109
2021-09-02,-3013
2021-09-03,-3213
2021-09-06,-3356
2021-09-07,-3482
2021-09-08,-3426
2021-09-09,-3312
2021-09-10,-3667
2021-09-13,-3762
2021-09-14,-3876
2021-09-15,-3770
2021-09-16,-4168
2021-09-17,-4133
2021-09-22,-3869
2021-09-23,-4043
2021-09-24,-4505
2021-09-27,-4914
2021-09-28,-4733
2021-09-29,-4751
2021-09-30,-4679
2021-10-08,-4798
2021-10-11,-4941
2021-10-12,-4706
2021-10-13,-5103
2021-10-14,-4933
2021-10-15,-5290
2021-10-18,-5323
2021-10-19,-5211
2021-10-20,-5055
2021-10-21,-4735
2021-10-22,-5111
2021-10-25,-4894
2021-10-26,-4941
2021-10-27,-5317
2021-10-28,-5225
2021-10-29,-5165
2021-11-01,-4923
2021-11-02,-5126
2021-11-03,-5067
2021-11-04,-5079
2021-11-05,-5033
2021-11-08,-4935
2021-11-09,-4740
2021-11-10,-5131
2021-11-11,-5173
2021-11-12,-5534
2021-11-15,-5692
2021-11-16,-5820
2021-11-17,-5877
2021-11-18,-6257
2021-11-19,-6383
2021-11-22,-6339
2021-11-23,-6326
2021-11-24,-7137
2021-11-25,-7197
2021-11-26,-7238
2021-11-29,-7415
2021-11-30,-7850
2021-12-01,-7622
2021-12-02,-7123
2021-12-03,-7209
2021-12-06,-7098
2021-12-07,-7277
2021-12-08,-6656
2021-12-09,-6793
2021-12-10,-6942
2021-12-13,-7544
2021-12-14,-7175
2021-12-15,-7583
2021-12-16,-7016
2021-12-17,-7106
2021-12-20,-6961
2021-12-21,-7136
2021-12-22,-7287
2021-12-23,-7590
2021-12-24,-8183
2021-12-27,-8289
2021-12-28,-9100
2021-12-29,-9310
2021-12-30,-9258
2021-12-31,-9245
2022-01-04,-9027
2022-01-05,-9282
2022-01-06,-8287
2022-01-07,-8221
2022-01-10,-7604
2022-01-11,-7956
2022-01-12,-7016
2022-01-13,-7133
2022-01-14,-6769
2022-01-17,-6879
2022-01-18,-6461
2022-01-19,-6706
2022-01-20,-7148
2022-01-21,-7580
2022-01-24,-7213
2022-01-25,-6911
2022-01-26,-6768
2022-01-27,-5782
2022-01-28,-5851
2022-02-07,-5945
2022-02-08,-4853
2022-02-09,-4947
2022-02-10,-4885
2022-02-11,-4545
2022-02-14,-4342
2022-02-15,-3816
2022-02-16,-3315
2022-02-17,-3335
2022-02-18,-3178
