company,long,long_chg,short,short_chg,volume,volume_chg
中信期货（代客）,3042,-104,2514,-35,1299,-1014
国泰君安（代客）,2163,16,3670,-59,1027,-956
东证期货（代客）,1924,-81,1720,-117,2414,-682
中泰期货（代客）,1358,-107,918,79,388,-328
银河期货（代客）,1284,3,950,-4,237,-421
方正中期（代客）,1282,44,0,0,553,-91
东方财富（代客）,1167,-64,0,0,325,-103
招商期货（代客）,1083,-22,1199,-23,0,0
广发期货（代客）,1000,9,1151,-23,364,-741
永安期货（代客）,985,-61,2780,-31,0,0
东吴期货（代客）,951,246,0,0,587,337
南华期货（代客）,907,16,1008,-17,267,-308
徽商期货（代客）,904,11,0,0,338,-140
光大期货（代客）,876,-52,781,-63,653,-357
华泰期货（代客）,856,-77,1115,43,356,-278
国元期货（代客）,825,6,0,0,0,0
海通期货（代客）,744,-112,941,-167,605,-358
创元期货（代客）,651,6,0,0,0,0
中信建投（代客）,640,6,0,0,860,-140
兴证期货（代客）,576,0,0,0,0,0
中粮期货（代客）,0,0,911,-25,0,0
五矿期货（代客）,0,0,1168,119,0,0
中原期货（代客）,0,0,812,17,0,0
华西期货（代客）,0,0,0,0,252,151
大有期货（代客）,0,0,722,-189,260,122
国投期货（代客）,0,0,963,-16,0,0
格林大华（代客）,0,0,1263,-21,0,0
瑞达期货（代客）,0,0,0,0,400,77
财信期货（代客）,0,0,728,-148,308,9
长江期货（代客）,0,0,0,0,270,-157
首创京都（代客）,0,0,1392,-1,0,0
