company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,2669,108,3028,-12,370,66
永安期货,2272,-30,2532,-93,281,212
中信期货,2172,-21,2953,-7,212,123
海通期货,1555,17,998,-9,120,72
方正中期,1446,5,1268,10,121,31
长江期货,1276,8,1160,9,249,86
中信建投,1209,-14,939,-1,117,40
招商期货,1141,-5,1306,3,0,0
中粮期货,945,-1,1936,-26,191,78
南华期货,888,29,1744,-1,0,0
东证期货,844,-84,0,0,1377,595
中财期货,841,-15,0,0,0,0
广发期货,819,-12,871,9,0,0
中泰期货,689,12,882,-9,121,-45
银河期货,626,8,0,0,0,0
中原期货,560,46,0,0,101,88
中州期货,560,1,1184,-2,0,0
瑞达期货,539,-2,0,0,0,0
华泰期货,473,-99,1101,27,284,79
国信期货,464,0,0,0,0,0
东吴期货,0,0,548,-1,0,0
东海期货,0,0,0,0,195,-12
中辉期货,0,0,0,0,101,28
东方财富,0,0,0,0,75,-37
华闻期货,0,0,0,0,152,63
光大期货,0,0,497,0,0,0
国元期货,0,0,0,0,239,-78
国投期货,0,0,1671,-25,156,142
徽商期货,0,0,0,0,74,2
国海良时,0,0,579,0,0,0
格林大华,0,0,3625,79,118,-7
首创京都,0,0,872,0,0,0
