company,long,long_chg,short,short_chg,volume,volume_chg
国泰期货,1324,-4,1076,-146,1458,-363
东方财富期货,1141,-40,0,0,878,65
华泰期货,802,-52,774,105,1047,73
中信期货,776,-15,1059,31,880,51
永安期货,701,-1,1853,199,742,399
银河期货,677,-81,346,-75,628,-69
国信期货,626,42,524,39,789,-283
光大期货,582,-3,0,0,0,0
海通期货,566,-14,494,30,1190,64
方正中期期货,546,-29,531,78,595,4
中粮期货,541,-24,2790,14,0,0
徽商期货,485,-5,0,0,403,-143
东证期货,483,5,598,-32,971,61
平安期货,482,10,0,0,0,0
鲁证期货,473,45,342,-13,470,-3
广发期货,457,-8,400,-17,0,0
浙商期货,431,-24,361,-23,0,0
中信建投期货,427,9,0,0,360,-138
物产中大,402,-2,0,0,0,0
南华期货,393,-50,0,0,358,35
东海期货,0,0,360,-50,0,0
东吴期货,0,0,0,0,332,-14
中投期货,0,0,353,78,0,0
中辉期货,0,0,355,15,0,0
国富期货,0,0,0,0,757,270
华闻期货,0,0,0,0,714,85
先锋期货,0,0,375,7,0,0
宏源期货,0,0,408,80,384,120
天风期货,0,0,0,0,322,-38
国投安信期货,0,0,1821,20,0,0
海证期货,0,0,375,26,0,0
申银万国期货,0,0,0,0,323,42
