company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,7719,98,7653,-109,1207,-1291
中信期货,3772,-126,5041,-37,2049,-61
方正中期,3388,250,2964,166,692,176
中信建投,3202,86,4099,126,528,-74
银河期货,2667,-5,0,0,475,47
中粮期货,2599,-6,4587,12,0,0
华泰期货,2076,59,1257,-5,284,-191
永安期货,2026,28,4656,5,0,0
海通期货,1814,50,1586,16,1600,-23
招商期货,1770,55,1299,43,852,50
国投期货,1368,75,1833,274,435,209
中财期货,1348,103,822,-167,384,-25
长江期货,1270,-8,1443,-57,567,-30
中泰期货,1212,-5,1972,18,377,-556
光大期货,1045,17,0,0,0,0
东证期货,1009,-112,2071,241,2767,-195
新湖期货,821,9,0,0,0,0
东方财富,781,-16,0,0,254,-69
南华期货,673,214,1923,232,462,242
东吴期货,671,29,1252,-62,187,-361
一德期货,0,0,0,0,357,276
中州期货,0,0,0,0,230,195
国海良时,0,0,830,-88,0,0
徽商期货,0,0,0,0,235,-25
广州期货,0,0,956,0,0,0
广发期货,0,0,790,-16,404,136
格林大华,0,0,2335,-6,0,0
