company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安（代客）,5039,27,6599,359,2400,446
中信期货（代客）,2771,87,3624,181,1604,-125
中信建投（代客）,2315,52,2547,255,1101,10
海通期货（代客）,2159,157,1647,146,695,130
方正中期（代客）,2121,78,1220,-154,1068,316
中泰期货（代客）,2117,104,883,-153,947,72
东证期货（代客）,1948,91,2201,228,2747,-159
南华期货（代客）,1888,91,2680,-7,600,34
东方财富（代客）,1792,226,0,0,758,23
银河期货（代客）,1546,-238,1688,115,2235,644
长江期货（代客）,1453,59,1031,3,0,0
招商期货（代客）,1268,19,1694,52,565,49
国海良时（代客）,1197,-31,0,0,0,0
申银万国（代客）,1106,2,0,0,751,156
光大期货（代客）,1075,185,893,187,1468,230
华泰期货（代客）,1074,16,2042,-35,993,34
五矿期货（代客）,1027,25,1331,-12,0,0
东吴期货（代客）,965,-254,0,0,659,166
广发期货（代客）,963,54,824,39,697,72
平安期货（代客）,955,35,0,0,0,0
中州期货（代客）,0,0,0,0,502,370
中粮期货（代客）,0,0,819,4,0,0
国投期货（代客）,0,0,799,32,0,0
国元期货（代客）,0,0,0,0,552,32
徽商期货（代客）,0,0,0,0,963,484
格林大华（代客）,0,0,1074,49,0,0
永安期货（代客）,0,0,1857,15,0,0
瑞达期货（代客）,0,0,1213,-76,485,265
