company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,4082,66,5961,117,2449,986
东证期货,3713,361,1555,165,2746,1116
中信期货,3574,33,4814,19,3634,1539
方正中期,2347,87,1376,205,890,428
中信建投,2156,-110,1711,65,633,269
海通期货,1930,-52,1234,-2,940,471
南华期货,1606,169,1825,12,1749,1062
招商期货,1427,26,1672,11,1069,399
长江期货,1209,-21,1189,57,968,539
银河期货,1193,-94,0,0,648,-50
光大期货,1089,39,0,0,1407,617
华泰期货,1051,34,1263,-26,488,140
永安期货,878,-88,6187,53,435,-951
中粮期货,849,51,1076,-15,0,0
广发期货,838,76,0,0,472,131
中泰期货,812,-65,1405,70,691,313
兴证期货,793,123,0,0,0,0
申银万国,748,-13,0,0,0,0
中辉期货,734,151,0,0,0,0
东方财富,728,-60,0,0,0,0
东吴期货,0,0,776,-122,683,514
中州期货,0,0,1607,28,0,0
创元期货,0,0,791,7,0,0
五矿期货,0,0,964,303,405,293
国投期货,0,0,2474,2,0,0
宏源期货,0,0,0,0,414,272
徽商期货,0,0,0,0,399,204
格林大华,0,0,4676,67,0,0
浙商期货,0,0,0,0,478,-23
首创京都,0,0,875,2,0,0
