company,long,long_chg,short,short_chg,volume,volume_chg
华泰期货,1592,-25,1734,-19,226,-626
中信建投,1413,7,917,8,1005,-398
中信期货,1291,-58,1693,111,759,-478
新湖期货,1258,-42,1016,-11,345,55
南华期货,1209,4,2076,-15,645,162
国泰君安,1200,139,967,74,875,-29
浙商期货,1120,1,1013,-2,1841,-591
方正中期,1080,10,566,39,481,-131
广发期货,1076,-144,532,-141,689,-228
永安期货,1070,171,712,-26,259,-59
国投安信,1010,55,2310,37,208,-60
银河期货,1003,-20,817,-6,374,-176
海通期货,916,-2,618,-40,644,58
招商期货,897,47,860,5,382,-67
长江期货,897,2,847,23,677,333
东方财富,607,1,0,0,208,-147
中粮期货,561,8,4739,-6,0,0
中泰期货,506,17,0,0,162,-119
东证期货,492,-138,1066,28,1352,-434
首创京都,447,8,368,-1,0,0
华西期货,0,0,345,-4,0,0
国新国证期货,0,0,0,0,235,213
国富期货,0,0,0,0,199,-273
格林大华,0,0,402,5,0,0
