company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,982,139,1495,126,1195,782
东证期货,979,171,515,216,2321,1570
中信建投,966,-117,1315,25,808,491
永安期货,907,27,453,39,0,0
广发期货,887,170,1147,113,1063,722
华泰期货,799,80,434,4,0,0
国投安信,780,31,838,9,466,377
中粮期货,636,3,2706,51,0,0
一德期货,508,-88,0,0,0,0
东海期货,481,142,0,0,281,148
国富期货,472,28,572,88,356,290
方正中期,449,-60,334,33,303,203
大地期货,444,131,0,0,0,0
东吴期货,410,155,0,0,364,261
中辉期货,392,23,0,0,0,0
浙商期货,390,149,0,0,423,352
中信期货,364,0,1602,137,541,385
银河期货,352,-10,0,0,283,100
徽商期货,346,-15,0,0,411,337
中泰期货,346,-27,0,0,677,390
华西期货,0,0,1231,56,0,0
中财期货,0,0,330,38,0,0
光大期货,0,0,546,3,680,593
东方财富,0,0,0,0,453,257
创元期货,0,0,472,22,0,0
南华期货,0,0,1254,33,549,501
华闻期货,0,0,0,0,348,236
广州期货,0,0,501,113,0,0
格林大华,0,0,990,120,0,0
海通期货,0,0,0,0,475,333
瑞达期货,0,0,1006,38,0,0
长江期货,0,0,0,0,599,321
首创京都,0,0,549,5,0,0
