company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,3556,-316,2461,-326,2896,-947
中信期货,1985,-45,4324,60,1675,-503
海通期货,1589,-41,846,-47,734,-552
广发期货,1456,-26,1936,-68,632,-401
华泰期货,1329,-22,3585,-16,818,-379
永安期货,1328,1,1642,-37,460,-229
中泰期货,1147,-29,1389,-110,473,-109
东证期货,1138,43,800,107,1470,-461
方正中期,1129,111,634,64,763,-526
银河期货,1004,76,1759,58,472,-418
浙商期货,952,-138,0,0,0,0
光大期货,946,92,1058,100,916,38
国投安信,896,49,1310,68,423,-122
东方财富,863,36,0,0,1084,-297
宏源期货,820,5,0,0,0,0
海证期货,811,-8,0,0,0,0
紫金天风,785,22,0,0,0,0
中信建投,750,59,1424,-54,809,52
徽商期货,737,12,0,0,463,-175
中财期货,704,26,0,0,0,0
中粮期货,0,0,3109,68,0,0
上海大陆,0,0,0,0,417,384
一德期货,0,0,912,17,0,0
国元期货,0,0,0,0,449,-82
南华期货,0,0,1255,-20,477,-455
华联期货,0,0,584,5,0,0
五矿期货,0,0,0,0,431,-62
招商期货,0,0,558,-88,0,0
国富期货,0,0,0,0,770,-48
瑞达期货,0,0,881,20,0,0
首创京都,0,0,718,2,0,0
