company,long,long_chg,short,short_chg,volume,volume_chg
中信建投,1630,-25,1876,2,267,-158
国泰君安,1472,12,1920,209,579,188
中信期货,1336,34,2617,5,419,87
新湖期货,1327,22,1096,2,190,-27
华泰期货,1058,12,1535,-12,0,0
中粮期货,1037,121,4053,22,163,-47
广发期货,910,28,508,10,0,0
国投安信,838,0,984,-8,234,-73
东证期货,829,151,552,187,850,-197
海通期货,786,16,0,0,231,15
方正中期,757,-27,0,0,237,32
永安期货,748,23,543,55,0,0
南华期货,743,0,1002,47,137,5
银河期货,708,-3,0,0,0,0
招商期货,649,-7,722,-7,134,-34
宏源期货,624,-170,0,0,260,123
徽商期货,608,25,0,0,116,-9
浙商期货,590,32,1022,47,145,-69
中金财富,520,188,0,0,193,152
金瑞期货,489,11,0,0,0,0
中州期货,0,0,483,0,0,0
东吴期货,0,0,500,2,0,0
国信期货,0,0,0,0,116,10
创元期货,0,0,498,6,0,0
中泰期货,0,0,494,-1,180,-235
中财期货,0,0,0,0,136,55
东方财富,0,0,0,0,133,6
格林大华,0,0,1817,60,0,0
瑞达期货,0,0,1037,113,145,116
首创京都,0,0,560,1,0,0
