company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,2044,-254,762,-141,1193,286
中财期货,1283,-26,285,0,308,148
国泰君安,1222,69,1638,118,743,266
东证期货,1018,95,436,17,2798,372
一德期货,619,242,0,0,254,136
中粮期货,609,29,1728,32,195,-96
方正中期,603,45,368,113,286,88
东吴期货,600,15,0,0,304,176
永安期货,597,85,2622,214,365,-112
中信建投,591,-24,541,62,280,71
银河期货,550,54,1090,81,223,93
国投期货,491,16,789,98,206,33
东方财富,475,-2,0,0,0,0
新湖期货,473,-385,0,0,416,238
广发期货,418,34,0,0,0,0
中泰期货,392,-44,843,18,288,102
国信期货,389,-11,0,0,0,0
国盛期货,365,182,0,0,212,59
华安期货,358,-1,0,0,0,0
国金期货,349,35,0,0,0,0
华西期货,0,0,375,-6,0,0
南华期货,0,0,1059,8,0,0
五矿期货,0,0,556,11,0,0
中州期货,0,0,1087,24,0,0
兴业期货,0,0,0,0,377,356
华泰期货,0,0,0,0,205,118
徽商期货,0,0,0,0,356,215
平安期货,0,0,918,25,0,0
民生期货,0,0,0,0,201,116
格林大华,0,0,2372,83,0,0
渤海期货,0,0,0,0,236,124
申银万国,0,0,392,41,0,0
长江期货,0,0,288,13,0,0
首创京都,0,0,601,1,0,0
