company,long,long_chg,short,short_chg,volume,volume_chg
国泰期货,2699,-107,5163,-808,4701,-651
中信期货,2544,9,4603,-20,2183,-868
银河期货,2356,71,1220,174,1355,-440
华泰期货,2210,48,1359,98,2514,-237
东方财富期货,2057,142,1123,-63,1973,-1020
方正中期期货,1881,-127,0,0,1853,-418
永安期货,1795,133,2350,137,1066,-96
广发期货,1793,53,1348,19,770,-492
徽商期货,1676,85,0,0,1336,-232
申银万国期货,1510,163,848,141,1340,-107
海通期货,1476,-73,0,0,0,0
国海良时期货,1461,14,0,0,0,0
中信建投期货,1434,20,1117,81,1401,-420
南华期货,1284,32,2030,24,0,0
鲁证期货,1198,2,0,0,866,-245
光大期货,1144,3,0,0,970,-226
一德期货,1133,17,0,0,0,0
中辉期货,1127,9,0,0,0,0
东证期货,1124,-25,1307,88,1347,-1000
瑞达期货,1110,8,818,100,0,0
兴证期货,0,0,896,56,0,0
京都期货,0,0,1277,60,0,0
中粮期货,0,0,6467,-114,0,0
华安期货,0,0,0,0,789,-160
国投安信期货,0,0,3538,225,772,-268
国富期货,0,0,0,0,997,-341
华闻期货,0,0,0,0,889,-298
平安期货,0,0,982,25,771,-315
格林期货,0,0,3519,22,0,0
招商期货,0,0,1060,-14,0,0
渤海期货,0,0,0,0,850,-63
首创期货,0,0,854,8,0,0
