company,long,long_chg,short,short_chg,volume,volume_chg
国泰期货,2848,41,3410,102,5053,1131
中信期货,2765,101,4429,18,3791,105
银河期货,2101,178,985,23,1841,306
永安期货,2049,38,4052,8,1424,169
海通期货,2021,7,1370,-177,5050,88
华泰期货,1957,81,1430,-135,2690,705
徽商期货,1610,355,0,0,2118,538
方正中期期货,1455,20,0,0,1716,87
东方财富期货,1453,-96,1425,81,2507,-171
国信期货,1444,-204,796,-30,2328,-55
中信建投期货,1404,-273,0,0,1612,264
南华期货,1290,43,0,0,0,0
申银万国期货,1191,26,1130,42,0,0
中粮期货,1148,18,6674,89,0,0
东证期货,1107,78,1602,-11,2575,557
广发期货,1035,23,1390,-47,0,0
浙商期货,1016,-211,0,0,1157,485
国投安信期货,1006,50,4292,-152,1124,349
五矿期货,885,511,914,316,1427,1010
宏源期货,883,-10,943,-18,0,0
东吴期货,0,0,0,0,1119,342
华闻期货,0,0,0,0,2201,384
光大期货,0,0,0,0,1527,473
中辉期货,0,0,0,0,1300,627
东海期货,0,0,2051,113,0,0
建信期货,0,0,1480,-36,0,0
平安期货,0,0,716,24,1209,135
英大期货,0,0,861,-42,0,0
鲁证期货,0,0,725,5,0,0
