company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,4648,94,6458,396,10446,4955
中信期货,4222,377,6703,525,14038,8122
中信建投,3766,329,2532,483,10794,7913
海通期货,3242,665,2670,544,7751,2357
东证期货,3144,341,3750,36,10747,4167
华闻期货,2771,1101,2648,1048,7547,3599
方正中期,2752,28,1789,326,4508,2120
华泰期货,2687,209,2872,60,6075,2918
银河期货,2661,88,2007,112,6610,3006
国投安信,2495,-111,3420,582,2909,1896
东方财富,2488,-220,0,0,8275,5800
国信期货,1770,-129,1222,107,0,0
浙商期货,1710,66,2219,-170,4296,2467
中泰期货,1657,-324,2237,-218,5112,1697
永安期货,1432,4,3219,92,3382,2000
广发期货,1410,-37,1673,417,3772,2092
徽商期货,1394,-58,0,0,4431,2842
招商期货,1380,7,1554,-100,0,0
新湖期货,1375,-10,0,0,0,0
光大期货,1200,-62,0,0,0,0
南华期货,0,0,1776,-36,0,0
中辉期货,0,0,1219,287,0,0
中粮期货,0,0,2599,-1,0,0
东吴期货,0,0,0,0,2680,1037
宏源期货,0,0,0,0,2683,1926
宝城期货,0,0,0,0,4628,3586
国富期货,0,0,0,0,6897,5261
瑞达期货,0,0,1371,-81,0,0
