company,long,long_chg,short,short_chg,volume,volume_chg
中信期货（代客）,4015,-596,3923,-85,4371,-1875
国泰君安（代客）,3378,-86,5598,317,3147,-1781
银河期货（代客）,2568,-101,1476,-292,1937,-1321
东证期货（代客）,2560,-444,4093,-582,4622,-2598
东方财富（代客）,2412,202,0,0,1612,-233
广发期货（代客）,2361,-9,1220,-104,1421,-817
华泰期货（代客）,1896,3,2227,94,779,-779
中泰期货（代客）,1745,153,2093,-1,956,-999
海通期货（代客）,1733,-251,1796,-274,2117,-613
方正中期（代客）,1700,132,1249,-44,1448,-644
徽商期货（代客）,1653,32,0,0,1074,-345
永安期货（代客）,1588,3,3241,-43,732,-708
国海良时（代客）,1448,-3,0,0,0,0
中信建投（代客）,1309,81,1516,105,1886,35
光大期货（代客）,1298,-214,0,0,1752,-386
平安期货（代客）,1291,-5,0,0,0,0
南华期货（代客）,1135,18,1876,62,0,0
国元期货（代客）,1098,-55,0,0,0,0
国联期货（代客）,1074,26,0,0,0,0
国信期货（代客）,884,102,0,0,0,0
东吴期货（代客）,0,0,1158,106,726,-233
中原期货（代客）,0,0,0,0,536,-1168
国富期货（代客）,0,0,1113,-19,0,0
中粮期货（代客）,0,0,3381,24,0,0
五矿期货（代客）,0,0,1332,107,0,0
国投期货（代客）,0,0,1068,0,0,0
招商期货（代客）,0,0,0,0,708,-420
格林大华（代客）,0,0,2506,26,0,0
浙商期货（代客）,0,0,0,0,820,16
瑞达期货（代客）,0,0,1084,15,0,0
长安期货（代客）,0,0,0,0,509,-196
长江期货（代客）,0,0,0,0,598,-136
首创京都（代客）,0,0,1408,-9,0,0
