company,long,long_chg,short,short_chg,volume,volume_chg
国泰期货,2961,-161,5042,-297,4136,1630
中信期货,2267,-106,5084,-36,3028,-299
华泰期货,2210,7,1797,72,1815,109
永安期货,2191,31,2804,-66,0,0
申银万国期货,2135,30,843,117,2167,162
银河期货,1906,36,1164,79,1061,75
广发期货,1547,-6,1130,-57,0,0
方正中期期货,1412,-156,0,0,1583,-34
浙商期货,1331,69,0,0,0,0
海通期货,1295,27,0,0,1165,136
光大期货,1242,-12,0,0,1336,393
国海良时期货,1212,2,0,0,0,0
鲁证期货,1200,-1,0,0,887,190
徽商期货,1157,-52,0,0,1362,84
南华期货,1156,-35,1445,-208,0,0
中辉期货,1102,-79,0,0,0,0
建信期货,1096,-29,0,0,0,0
东证期货,1093,-18,1263,-158,1946,246
国投安信期货,1021,2,4768,-197,865,-475
一德期货,1011,-16,0,0,0,0
东方财富期货,0,0,795,61,1568,413
华闻期货,0,0,950,98,1550,128
中信建投期货,0,0,1116,49,1107,257
中粮期货,0,0,5879,44,0,0
京都期货,0,0,875,60,0,0
兴证期货,0,0,825,87,0,0
华安期货,0,0,0,0,946,199
国富期货,0,0,0,0,1472,332
国信期货,0,0,0,0,1207,8
格林期货,0,0,4608,112,0,0
招商期货,0,0,877,41,0,0
美尔雅期货,0,0,0,0,1003,365
瑞达期货,0,0,786,9,0,0
金瑞期货,0,0,0,0,1307,174
首创期货,0,0,888,-307,0,0
