company,long,long_chg,short,short_chg,volume,volume_chg
中信建投,1066,-36,1300,-8,524,-219
国泰君安,916,-27,1415,101,654,185
永安期货,899,54,391,30,0,0
广发期货,861,134,1117,135,527,136
东证期货,828,-47,0,0,1348,307
国投安信,735,215,834,-6,313,228
华泰期货,712,71,419,-2,0,0
中粮期货,669,196,2658,9,281,146
一德期货,583,214,0,0,228,145
方正中期,492,-30,320,11,213,-22
国富期货,441,-28,445,1,0,0
中泰期货,432,-41,0,0,518,-42
国信期货,418,-21,0,0,0,0
银河期货,413,-79,0,0,219,9
中辉期货,373,9,0,0,0,0
中信期货,362,30,1447,4,184,-100
徽商期货,354,-59,0,0,191,-50
光大期货,347,-63,539,-3,238,111
大地期货,335,-35,0,0,0,0
东方财富,328,33,0,0,282,-32
东吴期货,0,0,0,0,202,-39
华闻期货,0,0,0,0,219,21
五矿期货,0,0,336,-11,0,0
南华期货,0,0,1207,22,362,117
创元期货,0,0,454,-7,0,0
华西期货,0,0,1187,18,0,0
格林大华,0,0,871,1,0,0
广州期货,0,0,380,0,0,0
瑞达期货,0,0,940,-1,0,0
海通期货,0,0,0,0,253,14
西部期货,0,0,0,0,202,145
金石期货,0,0,325,0,0,0
长江期货,0,0,0,0,218,-55
首创京都,0,0,511,2,0,0
