company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,2501,234,2406,188,3598,54
东证期货,1841,240,1576,412,3124,-213
国泰君安,1471,85,3069,99,1654,81
宝城期货,1385,0,0,0,0,0
永安期货,1364,233,1493,193,776,35
广发期货,1359,-94,885,-91,1513,-181
中泰期货,1160,-50,1359,32,1730,-838
银河期货,1101,36,977,108,2246,257
华泰期货,1021,52,1514,-23,1037,147
正信期货,967,172,0,0,589,-81
海通期货,887,-194,782,354,1736,438
中粮期货,887,42,4868,-113,0,0
中信建投,853,-400,1278,8,1280,113
平安期货,844,19,0,0,0,0
方正中期,812,10,0,0,644,-28
浙商期货,726,40,0,0,0,0
齐盛期货,664,49,0,0,0,0
国投安信,616,5,817,-6,0,0
兴证期货,615,32,0,0,421,325
宏源期货,613,38,0,0,0,0
东方财富,0,0,0,0,807,-80
东吴期货,0,0,0,0,614,76
华西期货,0,0,1015,-22,0,0
创元期货,0,0,814,-11,0,0
国元期货,0,0,0,0,499,-36
国富期货,0,0,687,2,633,-157
安粮期货,0,0,0,0,423,160
南华期货,0,0,1326,-33,0,0
广州期货,0,0,617,41,0,0
徽商期货,0,0,0,0,847,147
格林大华,0,0,2386,273,0,0
渤海期货,0,0,0,0,551,-35
瑞达期货,0,0,1569,10,0,0
首创京都,0,0,770,-5,0,0
