company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,1780,395,2941,350,1355,740
永安期货,1252,448,1755,177,881,801
银河期货,1111,118,373,189,675,431
华泰期货,871,69,627,71,246,-7
新湖期货,847,121,0,0,269,165
中信期货,847,155,1066,63,1130,518
中信建投,742,35,881,85,696,403
国投期货,717,56,730,6,0,0
中粮期货,627,45,1786,224,315,128
中财期货,612,29,0,0,0,0
国金期货,556,33,0,0,0,0
方正中期,533,157,345,136,573,323
东方财富,533,76,0,0,721,610
广发期货,472,216,0,0,407,332
平安期货,462,98,0,0,0,0
中泰期货,432,15,1322,356,511,403
徽商期货,410,9,0,0,256,102
招商期货,398,103,0,0,672,419
创元期货,327,65,0,0,0,0
东证期货,314,-71,527,-84,3025,1440
东吴期货,0,0,642,29,373,261
中州期货,0,0,445,79,0,0
国富期货,0,0,394,34,0,0
南华期货,0,0,1022,314,370,149
五矿期货,0,0,456,29,0,0
宁证期货,0,0,369,369,386,377
广州期货,0,0,637,24,0,0
安粮期货,0,0,330,220,295,267
格林大华,0,0,1690,84,0,0
渤海期货,0,0,0,0,662,389
