company,long,long_chg,short,short_chg,volume,volume_chg
中信期货,7108,391,10548,5,4186,-979
国泰君安,6942,107,12207,178,1941,-1475
方正中期,5103,-27,3923,-19,738,-144
中信建投,3788,61,5699,309,978,-130
东方财富,3607,144,0,0,698,-169
长江期货,3274,1,3156,-111,478,-103
招商期货,3038,-123,1986,-110,427,-270
海通期货,2972,-151,1919,76,665,-214
银河期货,2753,-14,0,0,1025,-407
永安期货,2725,52,5107,124,0,0
南华期货,2548,-40,2980,-25,1629,-2441
中泰期货,2426,-325,2284,-219,1466,-285
东证期货,2375,-101,3679,413,3010,-983
广发期货,2374,59,2238,221,650,13
徽商期货,1984,-93,0,0,443,-286
国信期货,1899,-2,0,0,0,0
华泰期货,1838,-335,2497,36,1191,-257
光大期货,1705,-247,0,0,1178,225
华安期货,1704,45,0,0,0,0
申银万国,1674,-15,0,0,0,0
东吴期货,0,0,2164,101,511,182
中粮期货,0,0,1986,43,0,0
中州期货,0,0,1720,-22,0,0
中财期货,0,0,2774,-270,789,121
国投期货,0,0,1846,2,0,0
国联期货,0,0,0,0,475,115
宝城期货,0,0,1857,29,0,0
国元期货,0,0,0,0,715,402
格林大华,0,0,2178,43,0,0
