company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,2396,36,2785,14,500,193
中信期货,2246,-24,1926,41,347,-344
方正中期,1428,89,1231,51,272,142
中信建投,1289,-128,891,-61,355,283
海通期货,1277,-4,1000,1,143,25
东证期货,1233,33,519,-33,972,-43
招商期货,1135,3,1381,117,252,-199
中财期货,993,32,0,0,167,70
长江期货,967,14,961,2,344,87
广发期货,960,33,413,-5,130,100
永安期货,852,4,2934,10,0,0
华泰期货,657,148,1166,88,334,32
南华期货,641,14,1731,1,0,0
瑞达期货,563,2,0,0,0,0
中粮期货,533,3,1344,5,0,0
东吴期货,494,-3,0,0,187,63
国信期货,448,8,0,0,0,0
中州期货,445,9,1145,0,0,0
银河期货,434,-21,636,-187,1242,1169
中原期货,431,-8,0,0,0,0
中泰期货,0,0,641,24,226,140
光大期货,0,0,0,0,114,8
国元期货,0,0,0,0,387,158
格林大华,0,0,3308,82,127,11
国投期货,0,0,1135,30,0,0
国海良时,0,0,520,1,0,0
渤海期货,0,0,0,0,89,41
浙商期货,0,0,0,0,248,175
申银万国,0,0,0,0,108,74
首创京都,0,0,743,0,0,0
