company,long,long_chg,short,short_chg,volume,volume_chg
国泰君安,2809,-54,3250,244,2766,-87
中信期货,2807,36,3575,-105,1681,-438
银河期货,2289,-22,2493,-43,699,-300
东方财富,1900,91,0,0,1572,-102
永安期货,1680,-43,1297,66,0,0
中泰期货,1570,-62,1385,6,492,-266
华泰期货,1351,150,3433,-56,1802,-522
方正中期,1227,-57,816,-73,1146,115
广发期货,1181,140,1074,-77,565,-348
国投安信,1088,298,1155,34,654,400
海通期货,1084,-216,823,-234,1456,-367
中信建投,1063,70,1037,-112,1296,78
中粮期货,918,23,3341,16,0,0
徽商期货,910,-18,0,0,772,-108
东证期货,908,-40,1547,16,1912,-31
平安期货,906,18,0,0,494,4
瑞达期货,841,-22,667,15,0,0
招商期货,805,101,0,0,0,0
和合期货,763,0,0,0,0,0
光大期货,752,22,0,0,716,-95
上海大陆,0,0,766,-1,0,0
一德期货,0,0,966,11,0,0
兴证期货,0,0,979,81,0,0
五矿期货,0,0,623,16,0,0
中辉期货,0,0,0,0,589,113
东吴期货,0,0,0,0,581,138
南华期货,0,0,1248,-21,666,-242
华闻期货,0,0,0,0,620,96
国富期货,0,0,0,0,1096,-114
首创京都,0,0,1091,-4,0,0
